Wall time,Step,Value
1548733658.988768,435,0.0
1548733660.5704908,439,0.0
1548733661.411951,441,0.0
1548733662.6206348,444,0.0
1548733663.059083,445,0.0
1548733663.8742132,447,0.0
1548733664.282426,448,0.0
1548733666.3553169,453,0.0
1548733667.592256,456,0.0
1548733667.9823842,457,0.0
1548733669.5857909,461,0.0
1548733671.6101341,466,0.0
1548733672.030509,467,0.0
1548733672.4495559,468,0.0
1548733674.030245,472,0.0
1548733674.4199061,473,0.0
1548733674.801579,474,0.0
1548733676.457935,478,0.0
1548733676.840689,479,0.0
1548733678.037983,482,0.0
1548733678.4735968,483,0.0
1548733678.8627331,484,0.0
1548733680.14852,487,0.0
1548733680.55233,488,0.0
1548733680.958088,489,0.0
1548733682.970328,494,0.0
1548733684.216044,497,0.0
1548733685.4405482,500,0.0
1548733685.910978,501,0.0
1548733687.085956,504,0.0
1548733687.484305,505,0.0
1548733688.298112,507,0.0
1548733689.562968,510,0.0
1548733691.038838,513,0.0
1548733691.530995,514,0.0
1548733691.961034,515,0.0
1548733693.2276962,518,0.0
1548733693.622619,519,0.0
1548733694.0686479,520,0.0
1548733694.463404,521,0.0
1548733695.247589,523,0.0
1548733696.587287,524,0.0010000000474974513
1548733696.983372,525,0.0010000000474974513
1548733697.388064,526,0.0010000000474974513
1548733700.3407638,531,0.0020000000949949026
1548733700.751076,532,0.0020000000949949026
1548733701.973598,535,0.0020000000949949026
1548733702.777631,537,0.0020000000949949026
1548733703.958603,540,0.0020000000949949026
1548733704.824374,542,0.0020000000949949026
1548733705.634173,544,0.0020000000949949026
1548733707.68909,549,0.0020000000949949026
1548733708.099301,550,0.0020000000949949026
1548733708.512372,551,0.0020000000949949026
1548733708.955873,552,0.0020000000949949026
1548733709.3598368,553,0.0020000000949949026
1548733709.77,554,0.0020000000949949026
1548733712.161856,560,0.0020000000949949026
1548733713.4731789,563,0.0020000000949949026
1548733713.880749,564,0.0020000000949949026
1548733715.068754,567,0.0020000000949949026
1548733717.114764,572,0.0020000000949949026
1548733717.928989,574,0.0020000000949949026
1548733719.186374,577,0.0020000000949949026
1548733719.5810828,578,0.0020000000949949026
1548733721.262125,580,0.003000000026077032
1548733721.640306,581,0.003000000026077032
1548733724.075697,587,0.003000000026077032
1548733724.8662112,589,0.003000000026077032
1548733727.418963,593,0.004000000189989805
1548733729.3592691,598,0.004000000189989805
1548733731.378805,603,0.004000000189989805
1548733732.621512,606,0.004000000189989805
1548733733.4128819,608,0.004000000189989805
1548733736.791904,612,0.006000000052154064
1548733738.0118558,615,0.006000000052154064
1548733738.396849,616,0.006000000052154064
1548733741.1959062,623,0.006000000052154064
1548733743.205544,628,0.004000000189989805
1548733744.558663,629,0.004999999888241291
1548733748.518709,636,0.007000000216066837
1548733750.125243,638,0.00800000037997961
1548733754.8889852,644,0.010999999940395355
1548733755.273045,645,0.010999999940395355
1548733758.016017,650,0.012000000104308128
1548733758.869658,652,0.012000000104308128
1548733761.762306,655,0.013900000602006912
1548733762.143341,656,0.013900000602006912
1548733763.1288168,658,0.013900000602006912
1548733764.2464871,660,0.013900000602006912
1548733764.661428,661,0.013900000602006912
1548733765.657163,663,0.013900000602006912
1548733766.267016,664,0.013900000602006912
1548733766.705929,665,0.013900000602006912
1548733767.8692858,667,0.01489999983459711
1548733768.746289,669,0.01489999983459711
1548733769.658726,671,0.01489999983459711
1548733770.040629,672,0.01489999983459711
1548733774.4192462,680,0.014800000004470348
1548733775.7915819,683,0.014800000004470348
1548733776.6917918,685,0.014800000004470348
1548733777.154631,686,0.014800000004470348
1548733779.200554,690,0.014800000004470348
1548733779.6531498,691,0.013799999840557575
1548733780.1142552,692,0.013799999840557575
1548733782.0678232,696,0.013799999840557575
1548733782.512728,697,0.013799999840557575
1548733784.392791,701,0.013799999840557575
1548733786.315797,705,0.013799999840557575
1548733786.7480462,706,0.013799999840557575
1548733787.612929,708,0.013799999840557575
1548733793.981917,715,0.015699999406933784
1548733795.255598,718,0.015699999406933784
1548733797.048089,722,0.015699999406933784
1548733797.95068,724,0.015699999406933784
1548733798.37505,725,0.015699999406933784
1548733798.837953,726,0.015699999406933784
1548733799.289518,727,0.015699999406933784
1548733799.787756,728,0.015699999406933784
1548733803.057472,735,0.01269999984651804
1548733804.3492742,738,0.011700000613927841
1548733806.491755,741,0.011700000613927841
1548733807.349067,743,0.009700000286102295
1548733808.2212539,745,0.009700000286102295
1548733808.684424,746,0.009700000286102295
1548733811.382459,752,0.008700000122189522
1548733812.837379,755,0.006800000090152025
1548733813.7198799,757,0.006800000090152025
1548733814.559532,759,0.006800000090152025
1548733815.4240792,761,0.006800000090152025
1548733816.31488,763,0.006800000090152025
1548733818.502269,768,0.005799999926239252
1548733818.9438348,769,0.005799999926239252
1548733819.7868018,771,0.005799999926239252
1548733820.7240052,773,0.005799999926239252
1548733823.098952,778,0.004900000058114529
1548733825.325949,783,0.004900000058114529
1548733829.625912,790,0.005900000222027302
1548733830.0867531,791,0.005900000222027302
1548733831.484954,794,0.005900000222027302
1548733833.923271,799,0.005900000222027302
1548733834.398636,800,0.005900000222027302
1548733838.972337,810,0.005900000222027302
1548733839.427819,811,0.005900000222027302
1548733841.254432,815,0.0020000000949949026
1548733841.687217,816,0.0020000000949949026
1548733843.5807202,820,0.0020000000949949026
1548733844.537885,822,0.0020000000949949026
1548733846.764257,827,0.0020000000949949026
1548733847.206027,828,0.0020000000949949026
1548733847.711494,829,0.0020000000949949026
1548733848.150164,830,0.0020000000949949026
1548733849.0209012,832,0.0020000000949949026
1548733849.8837152,834,0.0020000000949949026
1548733850.792459,836,0.0020000000949949026
1548733851.261545,837,0.0020000000949949026
1548733853.76839,842,0.0010000000474974513
1548733856.116308,847,0.0010000000474974513
1548733857.568497,850,0.0010000000474974513
1548733858.079103,851,0.0010000000474974513
1548733861.144835,856,0.0020000000949949026
1548733861.6322272,857,0.0020000000949949026
1548733862.657881,859,0.0020000000949949026
1548733863.6145,861,0.0020000000949949026
1548733866.0254679,866,0.0020000000949949026
1548733866.489951,867,0.0020000000949949026
1548733867.019907,868,0.0020000000949949026
1548733867.962702,870,0.0020000000949949026
1548733868.9028292,872,0.0020000000949949026
1548733869.8359349,874,0.0020000000949949026
1548733871.284021,877,0.0020000000949949026
1548733871.73935,878,0.0020000000949949026
1548733875.348087,884,0.0020000000949949026
1548733875.82213,885,0.0020000000949949026
1548733876.747207,887,0.0020000000949949026
1548733877.6589959,889,0.0020000000949949026
1548733878.5834272,891,0.0020000000949949026
1548733879.0506911,892,0.0020000000949949026
1548733881.4967659,896,0.003000000026077032
1548733883.447496,900,0.003000000026077032
1548733883.927097,901,0.003000000026077032
1548733885.0104861,902,0.004000000189989805
1548733886.084102,903,0.004999999888241291
1548733887.0302122,905,0.004999999888241291
1548733892.5541592,914,0.007000000216066837
1548733893.011672,915,0.007000000216066837
1548733894.484826,918,0.007000000216066837
1548733896.35922,922,0.007000000216066837
1548733897.9418461,924,0.00800000037997961
1548733901.471385,930,0.009000000543892384
1548733901.948521,931,0.009000000543892384
1548733902.964163,932,0.009999999776482582
1548733903.484436,933,0.009999999776482582
1548733904.4422941,935,0.009999999776482582
1548733905.425083,937,0.009999999776482582
1548733908.6001081,941,0.012000000104308128
1548733910.67041,943,0.013000000268220901
1548733913.752619,946,0.013000000268220901
1548733917.179738,948,0.015000000596046448
1548733922.001763,956,0.015000000596046448
1548733925.979729,963,0.01600000075995922
1548733927.3533812,966,0.01600000075995922
1548733928.3828611,968,0.01600000075995922
1548733929.783293,971,0.01600000075995922
1548733931.712482,975,0.01600000075995922
1548733932.76294,977,0.01600000075995922
1548733933.363629,978,0.01600000075995922
1548733934.3206599,980,0.015000000596046448
1548733935.813844,983,0.015000000596046448
1548733936.280475,984,0.015000000596046448
1548733937.272745,985,0.01600000075995922
1548733940.146791,991,0.01600000075995922
1548733940.671417,992,0.01600000075995922
1548733942.690416,995,0.01600000075995922
1548733943.166911,996,0.01600000075995922
1548733947.6915588,1004,0.015000000596046448
1548733948.690073,1005,0.01600000075995922
1548733949.158348,1006,0.01600000075995922
1548733949.661651,1007,0.015000000596046448
1548733950.6057448,1009,0.015000000596046448
1548733951.530645,1011,0.015000000596046448
1548733952.0190048,1012,0.014000000432133675
1548733952.468218,1013,0.014000000432133675
1548733958.6001332,1023,0.01600000075995922
1548733960.0167072,1026,0.015000000596046448
1548733960.4849448,1027,0.015000000596046448
1548733964.499607,1033,0.015000000596046448
1548733964.970062,1034,0.015000000596046448
1548733967.48666,1037,0.017000000923871994
1548733968.0040472,1038,0.01600000075995922
1548733970.281792,1041,0.01600000075995922
1548733970.791708,1042,0.015000000596046448
1548733971.865669,1044,0.015000000596046448
1548733972.917428,1046,0.015000000596046448
1548733973.443753,1047,0.014000000432133675
1548733975.825838,1052,0.013000000268220901
1548733976.7584078,1054,0.013000000268220901
1548733977.2251232,1055,0.013000000268220901
1548733977.745985,1056,0.012000000104308128
1548733978.212286,1057,0.012000000104308128
1548733979.167714,1059,0.012000000104308128
1548733980.280598,1061,0.010999999940395355
1548733981.763061,1063,0.012000000104308128
1548733982.269842,1064,0.012000000104308128
1548733982.77009,1065,0.012000000104308128
1548733983.31139,1066,0.012000000104308128
1548733987.846946,1072,0.015000000596046448
1548733988.329366,1073,0.015000000596046448
1548733988.811074,1074,0.015000000596046448
1548733989.704381,1076,0.015000000596046448
1548733996.977901,1086,0.017000000923871994
1548733997.917727,1088,0.017000000923871994
1548733999.337989,1089,0.017000000923871994
1548734000.323609,1091,0.017000000923871994
1548734004.953728,1097,0.01899999938905239
1548734006.960255,1100,0.019999999552965164
1548734009.485024,1104,0.019999999552965164
1548734012.078793,1107,0.020999999716877937
1548734013.1773288,1109,0.020999999716877937
1548734013.6429162,1110,0.020999999716877937
1548734016.563621,1115,0.02199999988079071
1548734017.1563468,1116,0.02199999988079071
1548734017.639102,1117,0.020999999716877937
1548734019.665604,1120,0.020999999716877937
1548734020.70119,1122,0.020999999716877937
1548734021.678056,1124,0.020999999716877937
1548734025.238539,1130,0.020999999716877937
1548734026.274345,1132,0.019999999552965164
1548734027.32587,1134,0.019999999552965164
1548734028.853041,1137,0.018000001087784767
1548734030.960555,1140,0.018000001087784767
1548734031.99632,1142,0.018000001087784767
1548734033.515873,1144,0.01899999938905239
1548734033.995132,1145,0.01899999938905239
1548734034.951669,1147,0.01899999938905239
1548734036.5869708,1149,0.01899999938905239
1548734038.598187,1152,0.019999999552965164
1548734039.864393,1153,0.020999999716877937
1548734040.906045,1155,0.020999999716877937
1548734041.379435,1156,0.020999999716877937
1548734041.931068,1157,0.020999999716877937
1548734044.563381,1161,0.020999999716877937
1548734047.233024,1165,0.020999999716877937
1548734050.173101,1169,0.019999999552965164
1548734051.328827,1170,0.020999999716877937
1548734052.417332,1172,0.019999999552965164
1548734053.487672,1174,0.019999999552965164
1548734054.531934,1176,0.019999999552965164
1548734055.0386639,1177,0.019999999552965164
1548734057.471574,1182,0.017000000923871994
1548734059.054052,1184,0.018000001087784767
1548734060.0339231,1185,0.01899999938905239
1548734066.327424,1195,0.01899999938905239
1548734067.361255,1197,0.018000001087784767
1548734069.292969,1201,0.01600000075995922
1548734069.778177,1202,0.01600000075995922
1548734070.7647061,1203,0.017000000923871994
1548734071.7178,1205,0.017000000923871994
1548734072.191038,1206,0.01600000075995922
1548734074.353714,1210,0.015000000596046448
1548734074.772444,1211,0.015000000596046448
1548734076.360471,1213,0.01600000075995922
1548734079.053213,1216,0.017000000923871994
1548734083.248609,1222,0.018000001087784767
1548734085.403808,1225,0.01899999938905239
1548734086.49717,1227,0.018000001087784767
1548734089.942744,1234,0.018000001087784767
1548734091.976235,1238,0.018000001087784767
1548734093.589565,1240,0.018000001087784767
1548734094.613986,1242,0.018000001087784767
1548734095.658192,1243,0.01899999938905239
1548734096.203012,1244,0.018000001087784767
1548734098.8275032,1248,0.018000001087784767
1548734099.32296,1249,0.018000001087784767
1548734099.782217,1250,0.017000000923871994
1548734100.257495,1251,0.017000000923871994
1548734103.1910021,1255,0.017000000923871994
1548734104.247006,1256,0.018000001087784767
1548734105.861847,1258,0.01899999938905239
1548734106.3332639,1259,0.01899999938905239
1548734107.7987351,1262,0.01899999938905239
1548734108.26283,1263,0.01899999938905239
1548734110.807468,1267,0.018000001087784767
1548734112.815147,1270,0.018000001087784767
1548734114.8566122,1273,0.01899999938905239
1548734116.329032,1276,0.01899999938905239
1548734116.8069499,1277,0.01899999938905239
1548734118.81677,1280,0.019899999722838402
1548734119.296142,1281,0.019899999722838402
1548734119.786318,1282,0.019899999722838402
1548734124.13487,1288,0.017899999395012856
1548734129.870614,1297,0.017899999395012856
1548734133.900266,1303,0.01889999955892563
1548734136.410645,1308,0.01889999955892563
1548734137.984697,1310,0.019899999722838402
1548734138.473392,1311,0.019899999722838402
1548734140.072435,1313,0.019899999722838402
1548734141.2009459,1314,0.020899999886751175
1548734142.26266,1315,0.020800000056624413
1548734143.902501,1317,0.01979999989271164
1548734144.937251,1318,0.01979999989271164
1548734149.513877,1322,0.021800000220537186
1548734150.599221,1323,0.02280000038444996
1548734152.17582,1326,0.021800000220537186
1548734153.198449,1328,0.021800000220537186
1548734154.238503,1329,0.02280000038444996
1548734157.43789,1332,0.024800000712275505
1548734158.00553,1333,0.024800000712275505
1548734160.017023,1336,0.025800000876188278
1548734161.073092,1337,0.02680000104010105
1548734163.146375,1340,0.02680000104010105
1548734165.6770198,1343,0.027699999511241913
1548734166.913926,1345,0.027699999511241913
1548734169.9073951,1349,0.028699999675154686
1548734170.942305,1350,0.02969999983906746
1548734171.91852,1352,0.02969999983906746
1548734173.338463,1354,0.02969999983906746
1548734173.815011,1355,0.028699999675154686
1548734176.736372,1360,0.027699999511241913
1548734179.698539,1365,0.028699999675154686
1548734182.24825,1369,0.028699999675154686
1548734183.8178072,1371,0.028699999675154686
1548734185.328768,1374,0.027699999511241913
1548734186.402986,1376,0.027699999511241913
1548734186.880826,1377,0.027699999511241913
1548734194.1452491,1385,0.02969999983906746
1548734200.591532,1391,0.03270000219345093
1548734201.631084,1393,0.031700000166893005
1548734211.312154,1402,0.034699998795986176
1548734212.400216,1403,0.034699998795986176
1548734214.078196,1405,0.034699998795986176
1548734216.793843,1409,0.034699998795986176
1548734221.285425,1413,0.035599999129772186
1548734221.76631,1414,0.03460000082850456
1548734222.76799,1415,0.034699998795986176
1548734225.323075,1417,0.034699998795986176
1548734225.831434,1418,0.03370000049471855
1548734227.493383,1419,0.03370000049471855
1548734227.968655,1420,0.03270000219345093
1548734229.97218,1423,0.03270000219345093
1548734230.4640992,1424,0.03270000219345093
1548734231.552282,1426,0.03270000219345093
1548734233.5680268,1430,0.031700000166893005
1548734237.933393,1435,0.03060000017285347
1548734238.497244,1436,0.03060000017285347
1548734241.745323,1440,0.029600000008940697
1548734244.8304482,1444,0.028699999675154686
1548734245.378747,1445,0.028699999675154686
1548734246.865298,1447,0.028699999675154686
1548734247.378429,1448,0.028699999675154686
1548734254.893315,1459,0.029600000008940697
1548734258.411257,1461,0.03160000219941139
1548734259.495861,1463,0.03160000219941139
1548734261.632204,1465,0.03160000219941139
1548734263.827915,1468,0.03150000050663948
1548734265.318977,1471,0.030500000342726707
1548734266.295726,1472,0.03139999881386757
1548734266.833771,1473,0.03139999881386757
1548734272.451885,1479,0.03240000084042549
1548734273.570097,1480,0.03240000084042549
1548734274.1704562,1481,0.03150000050663948
1548734274.683139,1482,0.03150000050663948
1548734277.444106,1487,0.02850000001490116
1548734281.586973,1491,0.030400000512599945
1548734282.608202,1493,0.030400000512599945
1548734287.897703,1499,0.030400000512599945
1548734290.056053,1501,0.030300000682473183
1548734292.1667159,1505,0.028300000354647636
1548734294.706741,1508,0.028300000354647636
1548734297.84389,1512,0.028300000354647636
1548734298.265861,1513,0.028300000354647636
1548734301.572083,1518,0.027300000190734863
1548734302.7252622,1519,0.02630000002682209
1548734304.974292,1521,0.028200000524520874
1548734306.0179992,1523,0.0272000003606081
1548734310.830781,1529,0.029200000688433647
1548734312.311082,1531,0.03020000085234642
1548734312.8778172,1532,0.028300000354647636
1548734313.902493,1533,0.028300000354647636
1548734318.073348,1538,0.03110000118613243
1548734320.674345,1542,0.03110000118613243
1548734322.432619,1544,0.03110000118613243
1548734322.922592,1545,0.03110000118613243
1548734323.427614,1546,0.030100001022219658
1548734324.380873,1548,0.030100001022219658
1548734325.356637,1550,0.029100000858306885
1548734325.864128,1551,0.028200000524520874
1548734327.975141,1555,0.028200000524520874
1548734329.9452229,1559,0.0272000003606081
1548734331.996211,1562,0.026200000196695328
1548734332.951911,1563,0.0272000003606081
1548734338.1513479,1571,0.027300000190734863
1548734341.346882,1575,0.0284000001847744
1548734341.849227,1576,0.027400000020861626
1548734343.5222661,1578,0.0284000001847744
1548734344.003981,1579,0.027400000020861626
1548734346.415402,1582,0.027400000020861626
1548734348.052608,1585,0.027400000020861626
1548734348.626847,1586,0.027400000020861626
1548734349.173764,1587,0.027400000020861626
1548734355.65992,1596,0.027400000020861626
1548734357.16318,1598,0.027400000020861626
1548734358.1968482,1600,0.026399999856948853
1548734359.2238889,1602,0.025499999523162842
1548734360.1813629,1603,0.026499999687075615
1548734360.73743,1604,0.026499999687075615
1548734362.139895,1605,0.027400000020861626
1548734363.7276502,1607,0.027300000190734863
1548734364.875909,1609,0.026399999856948853
1548734369.5038972,1613,0.029200000688433647
1548734370.541374,1615,0.029200000688433647
1548734371.0075011,1616,0.029200000688433647
1548734372.023136,1617,0.03020000085234642
1548734373.0339499,1618,0.030100001022219658
1548734374.1290839,1620,0.029200000688433647
1548734374.611935,1621,0.028200000524520874
1548734375.734924,1622,0.028200000524520874
1548734376.161972,1623,0.028200000524520874
1548734376.708886,1624,0.028200000524520874
1548734377.7644339,1626,0.028200000524520874
1548734378.820627,1627,0.028200000524520874
1548734381.650363,1629,0.029200000688433647
1548734383.28379,1632,0.028200000524520874
1548734383.791296,1633,0.028200000524520874
1548734384.8738098,1635,0.026399999856948853
1548734387.721864,1638,0.027400000020861626
1548734388.2971678,1639,0.027400000020861626
1548734390.716404,1642,0.027400000020861626
1548734391.267429,1643,0.027400000020861626
1548734391.944872,1644,0.026399999856948853
1548734392.935659,1646,0.026399999856948853
1548734397.31676,1648,0.0284000001847744
1548734398.365508,1649,0.029400000348687172
1548734401.482665,1653,0.031200001016259193
1548734406.125097,1657,0.03319999948143959
1548734406.690927,1658,0.03319999948143959
1548734409.2623801,1663,0.031200001016259193
1548734409.7326121,1664,0.031200001016259193
1548734414.1188369,1670,0.03020000085234642
1548734415.119246,1672,0.03020000085234642
1548734415.62055,1673,0.029200000688433647
1548734418.638669,1676,0.029200000688433647
1548734419.615525,1677,0.029200000688433647
1548734424.027752,1680,0.031200001016259193
1548734427.143297,1685,0.03319999948143959
1548734428.015363,1687,0.03319999948143959
1548734428.96156,1689,0.03319999948143959
1548734429.877503,1690,0.03319999948143959
1548734433.379668,1694,0.03420000150799751
1548734438.14355,1701,0.034299999475479126
1548734442.951136,1708,0.03350000083446503
1548734451.145926,1719,0.03270000219345093
1548734452.2142332,1720,0.03359999880194664
1548734452.670569,1721,0.03359999880194664
1548734453.111191,1722,0.03359999880194664
1548734454.180199,1723,0.03460000082850456
1548734460.558485,1733,0.03460000082850456
1548734462.038482,1736,0.03460000082850456
1548734463.0059829,1737,0.03449999913573265
1548734464.592554,1738,0.03449999913573265
1548734465.08739,1739,0.03449999913573265
1548734466.0134962,1740,0.03449999913573265
1548734466.882577,1741,0.03550000116229057
1548734467.365717,1742,0.03550000116229057
1548734467.8069031,1743,0.03550000116229057
1548734468.341347,1744,0.03550000116229057
1548734468.775145,1745,0.03550000116229057
1548734471.0634828,1748,0.03550000116229057
1548734472.598052,1750,0.03550000116229057
1548734473.184308,1751,0.03550000116229057
1548734477.6171362,1758,0.03370000049471855
1548734479.5172238,1761,0.034699998795986176
1548734480.453522,1762,0.035599999129772186
1548734480.893327,1763,0.035599999129772186
1548734481.350035,1764,0.035599999129772186
1548734482.3280058,1766,0.035599999129772186
1548734483.696918,1768,0.03460000082850456
1548734484.155863,1769,0.03460000082850456
1548734487.2331,1773,0.035599999129772186
1548734487.8406029,1774,0.035599999129772186
1548734489.0992799,1775,0.03660000115633011
1548734490.717109,1776,0.03660000115633011
1548734492.072097,1779,0.03460000082850456
1548734492.9977012,1781,0.03160000219941139
1548734494.169518,1783,0.03160000219941139
1548734494.6734989,1784,0.03060000017285347
1548734495.6700668,1786,0.03060000017285347
1548734496.6516328,1788,0.03060000017285347
1548734497.407328,1789,0.03060000017285347
1548734498.5805812,1791,0.03060000017285347
1548734500.601686,1793,0.03060000017285347
1548734502.269563,1795,0.03060000017285347
1548734502.8003998,1796,0.03060000017285347
1548734504.873301,1800,0.02759999968111515
1548734506.32689,1802,0.02850000001490116
1548734507.4150531,1804,0.02850000001490116
1548734513.643017,1810,0.029500000178813934
1548734515.328029,1812,0.029400000348687172
1548734516.1912801,1813,0.02930000051856041
1548734517.131658,1815,0.0284000001847744
1548734518.6094432,1817,0.0284000001847744
1548734519.682322,1818,0.029400000348687172
1548734521.583615,1821,0.02850000001490116
1548734522.448102,1823,0.027499999850988388
1548734522.892684,1824,0.027499999850988388
1548734523.402828,1825,0.027499999850988388
1548734524.699718,1827,0.026499999687075615
1548734530.590645,1838,0.023600000888109207
1548734533.018804,1842,0.022600000724196434
1548734535.630904,1846,0.023600000888109207
1548734536.1567218,1847,0.022600000724196434
1548734536.656435,1848,0.02160000056028366
1548734539.075073,1851,0.02240000106394291
1548734540.482859,1853,0.022300001233816147
1548734547.941854,1861,0.026200000196695328
1548734548.8852239,1862,0.02630000002682209
1548734549.318718,1863,0.02630000002682209
1548734550.612869,1866,0.02630000002682209
1548734551.128103,1867,0.02630000002682209
1548734552.3879008,1870,0.02630000002682209
1548734553.845712,1872,0.025299999862909317
1548734556.7101061,1876,0.025200000032782555
1548734557.599842,1877,0.026100000366568565
1548734561.749248,1884,0.02810000069439411
1548734563.382735,1886,0.029000001028180122
1548734564.3230278,1888,0.029000001028180122
1548734566.4031732,1890,0.03100000135600567
1548734566.948129,1891,0.03100000135600567
1548734567.439509,1892,0.03100000135600567
1548734571.298213,1896,0.03290000185370445
1548734574.911051,1901,0.033900000154972076
1548734575.344908,1902,0.033900000154972076
1548734576.312577,1904,0.033900000154972076
1548734577.741672,1906,0.03380000218749046
1548734578.303838,1907,0.03380000218749046
1548734580.631111,1909,0.03380000218749046
1548734582.555655,1911,0.03480000048875809
1548734583.718792,1912,0.03490000218153
1548734586.1942558,1915,0.03500000014901161
1548734589.5354419,1918,0.03400000184774399
1548734592.649909,1921,0.03490000218153
1548734593.196367,1922,0.03490000218153
